Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
"Korea, Rep.",KOR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17763.1353417297,18460.4288193829,19775.3800655139,20278.0406421178,21244.8136800528,22123.7613066851,23162.1860111297,24391.7651013448,24934.5396367691,25009.9148311999,26623.0487122927,27393.455357272,27944.0564190045,28732.711152033,29470.6732991655,30171.7906545222,31005.4072876388,31979.9027302467,32852.8887488942,33496.3113815643,33215.9298928108,34792.9397214598,35809.0138105144,36347.7036392553,37048.4264001496
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,47008111,47370164,47644736,47892330,48082519,48184561,48438292,48683638,49054708,49307835,49554112,49936638,50199853,50428893,50746659,51014947,51217803,51361911,51585058,51764822,51836239,51769539,51672569,51712619,51751065
Kosovo,XKX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,2543.59926351696,2680.86121521141,2822.63359634011,2995.64952029477,3021.35142613995,3163.47189486431,3279.02499043758,3520.62850699375,3739.17562318261,3890.17807271082,4009.12140760339,4219.06693858503,3990.94613053859,4429.87597525975,4666.3913779077,5102.74914613981,5631.68223392136
Kosovo,XKX,"Population, total",SP.POP.TOTL,1802493,1820009,1829462,1826434,1822773,1818354,1813079,1807094,1800858,1794681,1788743,1791949,1807126,1818119,1812788,1788274,1777568,1791019,1797086,1788891,1790151,1786079,1768096,1682668,1594353
Kuwait,KWT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31341.9780819419,30573.4284224199,30702.2162068121,35169.6335737863,37918.5405829238,40451.2551656974,41137.969927672,41113.8693942735,39852.5129115699,35124.0853941026,32568.4981754501,33545.346271839,33578.3309651964,32311.1800008536,31073.1537300624,29882.2126495698,29454.4426388829,27048.3706935958,26706.0191660864,26580.2264741607,25541.5378987908,26203.2617257856,26579.8321646876,24716.196765637,23867.826500295
Kuwait,KWT,"Population, total",SP.POP.TOTL,1954709,2008121,2059974,2109881,2157320,2236788,2364733,2507887,2651421,2795484,2943372,3132814,3337109,3507844,3665876,3834574,4004096,4154812,4323515,4442316,4400267,4360865,4589643,4853420,4897263
Kyrgyz Republic,KGZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,718.342832397662,749.423779561565,742.44300111832,786.350474964134,831.482103944381,820.709519437592,837.138026647346,900.02796489729,966.409971184817,981.220904665529,962.764789828724,1005.4831781815,985.8472865972,1069.78404438716,1088.58214229508,1105.65193844261,1128.3161612818,1157.18275758067,1175.0712778747,1201.87701429721,1093.32856461422,1132.5546781282,1212.17812721768,1298.25724482211,1391.68404329929
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,4898362,4945073,4990704,5043308,5104713,5162640,5218373,5268385,5318729,5389643,5467059,5546587,5652076,5777150,5905848,6040036,6175338,6306696,6444079,6590211,6726596,6851224,6975220,7099750,7221868
Lao PDR,LAO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,917.228038617529,954.123505414634,994.492241963795,1038.71192767783,1088.76034728831,1148.68153852071,1228.08927619923,1301.08597549864,1381.73754223953,1463.3379666846,1564.91068311647,1666.40086189871,1774.63585203672,1890.27861294875,2006.31195444447,2121.01339097363,2234.76098741846,2351.57441747595,2459.97874636195,2554.95638019245,2529.74622698761,2556.58912640405,2589.05015191628,2648.88726608035,2721.07810663082
Lao PDR,LAO,"Population, total",SP.POP.TOTL,5431212,5521482,5610889,5697945,5781626,5869523,5963200,6056236,6148969,6241642,6334194,6426590,6518978,6611385,6703172,6801645,6908802,7018147,7128045,7237636,7346533,7453194,7559007,7664993,7769819
Latvia,LVA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6336.38296707987,6833.4354323157,7443.22944659059,8149.00183600084,8957.23393555082,10106.2626157732,11507.4648265658,12810.0409502542,12506.6945041012,10675.425174228,10500.8666223014,11018.5152421583,11971.0107466522,12353.5386135301,12731.6771959342,13321.9753140616,13787.3367440023,14382.8612727134,15120.0698171804,15328.3859933295,14900.7295718866,16070.1680032322,16421.3748596,16229.3844520245,16374.773539624
Latvia,LVA,"Population, total",SP.POP.TOTL,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822,1900449,1884490,1879383,1883710,1866124
Lebanon,LBN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5958.97836750301,6085.76041420146,6207.24133893746,6319.76518298647,6633.75258002393,6707.18024635316,6696.37428200596,7179.34520092306,7701.29823027979,8375.48851252821,8955.54336184707,8936.20027462737,8920.8056984673,8443.53856528784,7830.4151113336,7714.1099998804,8019.1416913426,8305.57405425721,8388.7235123835,8064.04873416236,6440.82843092922,5973.41933892988,5909.03651555028,5834.63415739394,..
Lebanon,LBN,"Population, total",SP.POP.TOTL,4329340,4401918,4463504,4525508,4599279,4671102,4751136,4844118,4925354,4992287,5041288,5096020,5235742,5743436,6346990,6472469,6323060,6160128,5984119,5794594,5702398,5718122,5744489,5773493,5805962
Lesotho,LSO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,725.263668707773,752.243212493971,760.033443180306,798.540500554454,817.793597897186,853.960500629797,893.750686627156,927.26863327342,971.881366821351,952.747929746529,995.233432451681,1031.99721564343,1086.39034816283,1093.95323489272,1100.04993684215,1121.19851342518,1147.58748801671,1097.82166812752,1068.44462913373,1040.99351014117,944.834128375429,955.221236301503,967.51928598325,974.382478149793,991.069661910744
Lesotho,LSO,"Population, total",SP.POP.TOTL,2003913,2000853,1994679,1985059,1971129,1953076,1945063,1953268,1966541,1980883,1996251,2014009,2034354,2056504,2080089,2104611,2130422,2157110,2183603,2209405,2235727,2261542,2286110,2311472,2337423
Liberia,LBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,754.850917360951,754.422355762017,762.716393927064,528.567395543421,535.995882066218,539.665378841936,551.377446611852,574.609394348543,591.185378141907,603.256211077605,621.783295071575,646.908727016597,674.360011422232,717.007280358975,707.157694930142,692.590082351257,668.031513175601,671.260899835355,665.875439637137,636.699384824869,605.025475431411,621.927983063426,638.005183858289,653.329188343162,665.101337624192
Liberia,LBR,"Population, total",SP.POP.TOTL,2928117,3015338,3094782,3119532,3156892,3301015,3490787,3669050,3821003,3943028,4058890,4221178,4373043,4470239,4564293,4659431,4755608,4848925,4944726,5043721,5149463,5259323,5373294,5493031,5612817
Libya,LBY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10853.8059516526,10467.8776146012,10170.3095776338,11267.0627623548,11529.1086646221,12628.896152656,13176.7758911904,13712.9602583972,13403.0004645911,12549.0854345521,12913.9334939386,6569.59477578957,12599.258882136,10126.314927806,7644.24843947404,7458.48917756374,7236.16409923502,9435.60060040046,10020.9165751361,8768.4104874586,6102.79864032512,7731.35448152581,7002.68189296358,7630.49664928174,7696.0807819319
Libya,LBY,"Population, total",SP.POP.TOTL,5305021,5403639,5508410,5619398,5736693,5858798,5980211,6104380,6235430,6366686,6497839,6343203,6179328,6304628,6427252,6531819,6632126,6738770,6849055,6951033,7045399,7135175,7223805,7305659,7381023
Liechtenstein,LIE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167187.15730982,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,32645,33194,33694,34079,34447,34753,35037,35262,35473,35742,36022,36312,36657,36984,37248,37494,37716,37962,38246,38563,38901,39182,39493,39846,40450
Lithuania,LTU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6384.30865426374,6854.52512826671,7374.0979710116,8218.69336289848,8851.92598922347,9692.86853763267,10577.2145522871,11889.3545234657,12324.5197331387,10612.9204044582,10884.1161852582,11836.7200384033,12516.6184065667,13145.8069309969,13753.1895982305,14269.8039878287,14823.107153522,15695.9993288456,16604.9021440809,17431.7239081591,17443.65526328,18569.7057246217,18884.5152531698,18685.5523679178,19092.6451176955
Lithuania,LTU,"Population, total",SP.POP.TOTL,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2989139,2961250,2937253,2911109,2877325,2842639,2819200,2811089,2810369,2808380,2831639,2871585,2888278
Luxembourg,LUX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,92527.7108705226,94243.7068360989,96269.5797484275,97597.9973184565,100292.566948333,101222.044353044,105614.178851764,112417.876989455,110094.791529429,104574.349049084,106544.057363484,105290.249021891,104487.744312565,105338.955521681,105583.937273429,105462.012584423,108351.451826983,107142.126672598,106788.728745199,107591.965850496,105274.2471768,110873.185245175,107467.187082637,105422.829667869,104147.1739928
Luxembourg,LUX,"Population, total",SP.POP.TOTL,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,620001,630419,640064,653103,666430,677012
"Macao SAR, China",MAC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,31772.6302531656,32441.6760183581,34967.8914561813,38581.6976189322,47665.9330386643,49470.940295748,53240.2045750276,58376.1176047275,58146.3285846714,59528.8350159491,74195.0577762344,88168.9713699088,93192.885853941,99054.4980289716,92383.8434915276,69902.9605741233,68391.3415491921,75650.1261840452,79178.6506290559,75724.6078280261,33853.7761550109,41634.2386139903,34000.7134128308,59474.3964251614,63377.2932129214
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,430600,433900,438400,443600,454700,473500,498900,520900,540700,535000,537000,549600,567900,591900,621700,642900,652500,648400,658900,672000,685400,682500,677300,678800,687000
Madagascar,MDG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,465.529509827021,478.40561494987,406.70122213637,433.601040301214,443.278654985967,450.955230911228,461.540337897729,473.785462328449,490.963935389518,457.789754866068,447.417143030687,441.755158414121,442.641500123543,440.674658903628,443.343869908205,445.320069480568,451.15659433146,456.851859574031,459.330367799543,467.27741349648,422.924255422319,431.599103077746,438.516263353189,445.834551910581,453.383067004772
Madagascar,MDG,"Population, total",SP.POP.TOTL,16516338,17032939,17549913,18071854,18606608,19159707,19730909,20318583,20923840,21547280,22183340,22822300,23462438,24109290,24764348,25426702,26099952,26788375,27494926,28219554,28953556,29691083,30437261,31195932,31964956
Malawi,MWI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,418.592985038462,388.260039763569,385.308980237095,397.224846758815,408.064916052765,410.267979592536,417.877689776503,445.254305419586,465.55147298007,489.631418790158,508.088650552846,517.833736624232,512.74031797451,525.357645516557,539.562601918057,539.605363240686,538.221990810959,544.795729220349,553.528790902088,569.866249371948,559.447086086067,569.968967322435,560.635759714941,557.03523965791,551.95152347056
Malawi,MWI,"Population, total",SP.POP.TOTL,11315942,11593058,11880440,12181574,12500737,12840031,13198701,13576343,13976417,14395788,14826463,15265022,15709577,16161816,16621538,17085587,17557739,18039715,18528081,19025752,19533888,20047258,20568728,21104482,21655286
Malaysia,MYS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6455.61419792583,6334.92795651698,6516.90671560155,6732.92049458099,7025.34558004381,7234.02442689141,7469.8106921211,7769.59693350488,7976.11785374773,7700.46111294033,8118.92270511981,8400.32248683558,8710.52671359902,8964.80724896203,9341.73055971278,9648.6797937523,9901.47960179812,10293.7629205362,10610.1950240479,10902.9834855856,10171.4657842762,10388.2667120857,11191.6511756943,11445.3925275079,11883.79127749
Malaysia,MYS,"Population, total",SP.POP.TOTL,22967816,23526538,24102477,24679602,25256772,25836071,26417909,26998389,27570059,28124778,28655776,29162039,29662831,30174265,30696137,31232798,31789685,32355644,32910967,33440596,33889558,34282399,34695493,35126298,35557673
Maldives,MDV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7037.08546104613,6647.6503820039,7012.25568873173,7845.29307409315,8174.41607301248,7141.88377049891,8620.72814678183,8933.17166363858,9396.49733610486,8313.4098369723,8569.52494600725,9005.81391375104,8907.66134868182,9213.32791442475,9612.07861806739,9644.90655028145,9909.07669723415,10263.2991147672,10793.8941325367,11194.9253748064,7295.60220956454,9759.2219360708,10939.9963271738,11439.5364342871,11798.791369146
Maldives,MDV,"Population, total",SP.POP.TOTL,282019,286767,291616,296491,301413,306429,313851,324479,336170,348275,360792,373674,386818,400070,413617,428154,443308,458287,473099,487731,502118,516154,524106,525994,527799
Mali,MLI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,682.49742045713,766.960343246307,766.073669042446,814.808466525191,800.501816706213,794.373328211361,797.100532884951,784.893915016638,787.156518987615,803.486738927624,821.181286587872,818.399030995547,786.323471336853,788.819448205749,813.975661285204,838.11986940103,860.75307554569,878.561348377434,892.978322791418,909.751069703313,872.389426814294,872.332509419855,877.817842432934,892.360907760383,909.755317910813
Mali,MLI,"Population, total",SP.POP.TOTL,11559290,11912158,12288050,12684955,13102409,13538647,13990139,14457775,14940782,15435539,15945198,16469049,16957033,17459615,18020267,18593022,19191289,19813011,20442030,21068405,21713836,22388630,23072640,23769127,24478595
Malta,MLT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17178.3773811056,16920.7309706609,17255.4299440987,17775.4264786392,17728.3659761648,18123.2685184554,18479.213008171,19342.3252929886,20064.4610845081,19635.9157805971,20750.6479461598,20867.9310851632,21529.3982167566,22626.4981391343,23866.0667851301,25529.6813337717,25969.5120352027,28546.6597365912,29536.8052374716,29522.661886008,27861.8202844538,31436.3493030938,31430.6187070236,33408.2005015872,34670.0815997119
Malta,MLT,"Population, total",SP.POP.TOTL,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,424810,433481,444220,454505,467106,483903,503912,515490,518150,531113,552747,568847
Marshall Islands,MHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3040.59677355737,3224.7911898754,3322.41127856101,3256.97244330835,3234.15265200518,3284.78403267445,3285.12078781351,3403.47842798117,3146.26177205458,3262.26955535477,3441.31888402121,3433.06297801838,3420.91444796671,3602.92811901896,3620.77275283155,3764.34426229508,3946.8444109078,4190.93468589482,4542.34293916308,5162.81500670348,5172.57528216176,5455.31642282232,5591.46421459004,5482.44553639985,5811.03355673487
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,50706,51123,51425,51639,51791,51906,51992,52035,52030,52019,52044,51907,51419,50681,49796,48800,47709,46529,45285,44007,42706,41367,40077,38827,37548
Mauritania,MRT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1304.64439067179,1262.65567288639,1252.10300454131,1308.56307582578,1338.66768122804,1418.53202144135,1637.04191255803,1563.60628765192,1514.2655013629,1469.05426880813,1460.19179652873,1472.55245572229,1488.97177557214,1502.90142381083,1520.64621634902,1554.94897871782,1528.05152299375,1576.06857825162,1602.90225649072,1605.1352359742,1553.30615586591,1520.3111804259,1576.75624107308,1634.89897144624,1688.6139322919
Mauritania,MRT,"Population, total",SP.POP.TOTL,2613441,2678760,2738655,2802046,2868664,2939059,3013660,3093059,3183269,3284448,3390965,3502811,3619034,3734318,3848514,3965959,4086657,4210600,4337685,4467708,4600131,4734874,4875637,5022441,5169395
Mauritius,MUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5744.19830169899,5889.77138546269,5943.48081247767,6250.2637051329,6480.13648507258,6556.38819193225,6843.39977734988,7202.43853899489,7563.03143738425,7793.0308214588,8114.82056038003,8432.19129317694,8702.82242878289,8973.51550099533,9300.07878638583,9630.5437837507,9995.65028642071,10379.9138706732,10789.9241521132,11098.3137067341,9483.67602630847,9804.0031863121,10688.4383112722,11348.4337725632,11934.770909957
Mauritius,MUS,"Population, total",SP.POP.TOTL,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258927,1261208,1262879,1263747,1264887,1265577,1265985,1266014,1266334,1262523,1248647,1245779
Mexico,MEX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9581.96970210753,9398.35074355724,9242.27886130016,9221.99666693097,9421.28975988024,9491.51730225718,9813.8280424425,9877.69532644737,9826.3421836048,9074.1188145564,9389.06722084275,9575.93437788582,9782.51776305354,9738.71059803658,9862.48125444199,10021.2386118827,10100.5021214015,10193.7727193457,10296.8690928534,10159.4448364319,9234.64362317923,9728.05680032556,10013.2479236143,10259.1766616403,10316.4611902215
Mexico,MEX,"Population, total",SP.POP.TOTL,98625552,100099099,101548624,102978515,104394131,105811504,107253666,108774360,110374288,111999721,113623895,115243504,116818208,118343573,119784261,121072306,122251351,123400057,124573711,125762982,126799054,127648148,128613117,129739759,130861007
"Micronesia, Fed. Sts.",FSM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2724.42245620978,2766.08612139035,2776.29556090642,2829.3364363568,2747.87981611358,2824.41492288117,2836.18187521481,2808.83168399832,2759.97734131572,2815.59835156937,2884.91733583068,2989.68205288365,2933.79998441501,2819.90328917215,2740.01667828088,2853.07643587028,2870.49424845266,2922.07246225843,2910.6935304708,3019.25086619614,2951.77114318964,3023.96457451783,2923.25915160041,2923.05174793291,2930.27926555574
